#Organism group,Strain,Isolate identifiers,Serovar,Isolate,Create date,Location,Isolation source,Isolation type,SNP cluster,Min-same,Min-diff,BioSample,Assembly,AMR genotypes,Computed types
"Candida auris",,"""B18460"",""SRS11626743""",,"PDT001221592.1","2022-01-12T17:28:39Z","USA: California","blood","clinical","PDS000050610.18",0,,"SAMN24811655",,,
"Candida auris",,"""B18458"",""SRS11626741""",,"PDT001221593.1","2022-01-12T17:28:39Z","USA: California","Axilla and Groin","clinical","PDS000050610.18",3,,"SAMN24811654",,,
"Candida auris",,"""B18289"",""SRS11626740""",,"PDT001221594.1","2022-01-12T17:28:40Z","USA: California","blood","clinical","PDS000050610.18",0,,"SAMN24811653",,,
"Candida auris",,"""B17806"",""SRS11626739""",,"PDT001221595.1","2022-01-12T17:28:40Z","USA: California",,"clinical","PDS000050610.18",4,,"SAMN24811608",,,
"Candida auris",,"""B18263"",""SRS11626737""",,"PDT001221596.1","2022-01-12T17:28:40Z","USA: California","Axilla and Groin","clinical","PDS000050610.18",4,,"SAMN24811651",,,
"Candida auris",,"""B18249"",""SRS11626736""",,"PDT001221597.1","2022-01-12T17:28:40Z","USA: California","Axilla and Groin","clinical","PDS000050610.18",1,,"SAMN24811650",,,
"Candida auris",,"""B18227"",""SRS11626735""",,"PDT001221598.1","2022-01-12T17:28:41Z","USA: California","urine","clinical","PDS000050610.18",1,,"SAMN24811649",,,
"Candida auris",,"""B18226"",""SRS11626734""",,"PDT001221599.1","2022-01-12T17:28:41Z","USA: California","sputum","clinical","PDS000050610.18",1,,"SAMN24811648",,,
"Candida auris",,"""B18225"",""SRS11626733""",,"PDT001221600.1","2022-01-12T17:28:42Z","USA: California","urine","clinical","PDS000050610.18",0,,"SAMN24811647",,,
"Candida auris",,"""B18160"",""SRS11626731""",,"PDT001221601.1","2022-01-12T17:28:43Z","USA: California","blood","clinical","PDS000050610.18",3,,"SAMN24811646",,,
"Candida auris",,"""B18159"",""SRS11626732""",,"PDT001221602.1","2022-01-12T17:28:43Z","USA: California","Axilla and Groin","clinical","PDS000050610.18",1,,"SAMN24811645",,,
"Candida auris",,"""B18158"",""SRS11626730""",,"PDT001221603.1","2022-01-12T17:28:43Z","USA: California","Foreign object (body)","clinical","PDS000050610.18",1,,"SAMN24811644",,,
"Candida auris",,"""B17854"",""SRS11626729""",,"PDT001221604.1","2022-01-12T17:28:44Z","USA: California","Axilla and Groin","clinical","PDS000050610.18",3,,"SAMN24811612",,,
"Candida auris",,"""B17853"",""SRS11626728""",,"PDT001221605.1","2022-01-12T17:28:44Z","USA: California","Axilla and Groin","clinical","PDS000050610.18",0,,"SAMN24811611",,,
"Candida auris",,"""C46121"",""SRS11626727""",,"PDT001221606.1","2022-01-12T17:28:44Z","USA: California","Axilla and Groin","clinical","PDS000050610.18",1,,"SAMN24811682",,,
"Candida auris",,"""C46107"",""SRS11626726""",,"PDT001221607.1","2022-01-12T17:28:44Z","USA: California","Axilla and Groin","clinical","PDS000050610.18",0,,"SAMN24811681",,,
"Candida auris",,"""C46062"",""SRS11626725""",,"PDT001221608.1","2022-01-12T17:28:45Z","USA: California","Axilla and Groin","clinical","PDS000050610.18",0,,"SAMN24811680",,,
"Candida auris",,"""C46027"",""SRS11626724""",,"PDT001221609.1","2022-01-12T17:28:45Z","USA: California","Axilla and Groin","clinical","PDS000050610.18",0,,"SAMN24811679",,,
"Candida auris",,"""C46022"",""SRS11626723""",,"PDT001221610.1","2022-01-12T17:28:45Z","USA: California","Axilla and Groin","clinical","PDS000050610.18",2,,"SAMN24811678",,,
"Candida auris",,"""C46020"",""SRS11626722""",,"PDT001221611.1","2022-01-12T17:28:45Z","USA: California","Axilla and Groin","clinical","PDS000050610.18",1,,"SAMN24811677",,,
"Candida auris",,"""C46015"",""SRS11626721""",,"PDT001221612.1","2022-01-12T17:28:46Z","USA: California","Axilla and Groin","clinical","PDS000050610.18",2,,"SAMN24811676",,,
"Candida auris",,"""C46014"",""SRS11626720""",,"PDT001221613.1","2022-01-12T17:28:46Z","USA: California","Axilla and Groin","clinical","PDS000050610.18",0,,"SAMN24811675",,,
"Candida auris",,"""C46013"",""SRS11626719""",,"PDT001221614.1","2022-01-12T17:28:46Z","USA: California","Axilla and Groin","clinical","PDS000050610.18",2,,"SAMN24811674",,,
"Candida auris",,"""C46010"",""SRS11626718""",,"PDT001221615.1","2022-01-12T17:28:46Z","USA: California","Axilla and Groin","clinical","PDS000050610.18",0,,"SAMN24811673",,,
"Candida auris",,"""B18157"",""SRS11626717""",,"PDT001221616.1","2022-01-12T17:28:47Z","USA: California","urine","clinical","PDS000050610.18",0,,"SAMN24811643",,,
"Candida auris",,"""B17746"",""SRS11626716""",,"PDT001221617.1","2022-01-12T17:28:47Z","USA: California","Axilla and Groin","clinical","PDS000050610.18",1,,"SAMN24811607",,,
"Candida auris",,"""B17950"",""SRS11626714""",,"PDT001221618.1","2022-01-12T17:28:47Z","USA: California","Axilla and Groin","clinical","PDS000050610.18",2,,"SAMN24811642",,,
"Candida auris",,"""B17949"",""SRS11626715""",,"PDT001221619.1","2022-01-12T17:28:48Z","USA: California","Axilla and Groin","clinical","PDS000050610.18",5,,"SAMN24811641",,,
"Candida auris",,"""B17948"",""SRS11626713""",,"PDT001221620.1","2022-01-12T17:28:48Z","USA: California","Axilla and Groin","clinical","PDS000050610.18",0,,"SAMN24811640",,,
"Candida auris",,"""B17937"",""SRS11626712""",,"PDT001221621.1","2022-01-12T17:28:48Z","USA: California","Axilla and Groin","clinical","PDS000050610.18",2,,"SAMN24811639",,,
"Candida auris",,"""B17924"",""SRS11626710""",,"PDT001221622.1","2022-01-12T17:28:48Z","USA: California","blood","clinical","PDS000050610.18",0,,"SAMN24811638",,,
"Candida auris",,"""B17878"",""SRS11626709""",,"PDT001221624.1","2022-01-12T17:28:49Z","USA: California","Nose","clinical","PDS000050610.18",0,,"SAMN24811636",,,
"Candida auris",,"""B17877"",""SRS11626708""",,"PDT001221625.1","2022-01-12T17:28:49Z","USA: California","Nose","clinical","PDS000050610.18",0,,"SAMN24811635",,,
"Candida auris",,"""B17876"",""SRS11626707""",,"PDT001221626.1","2022-01-12T17:28:49Z","USA: California","Nose","clinical","PDS000050610.18",3,,"SAMN24811634",,,
"Candida auris",,"""B17875"",""SRS11626706""",,"PDT001221627.1","2022-01-12T17:28:50Z","USA: California","Nose","clinical","PDS000050610.18",1,,"SAMN24811633",,,
"Candida auris",,"""B17743"",""SRS11626705""",,"PDT001221628.1","2022-01-12T17:28:50Z","USA: California","Axilla and Groin","clinical","PDS000050610.18",0,,"SAMN24811606",,,
"Candida auris",,"""B17874"",""SRS11626704""",,"PDT001221629.1","2022-01-12T17:28:50Z","USA: California","Nose","clinical","PDS000050610.18",0,,"SAMN24811632",,,
"Candida auris",,"""B17873"",""SRS11626703""",,"PDT001221630.1","2022-01-12T17:28:50Z","USA: California","Nose","clinical","PDS000050610.18",1,,"SAMN24811631",,,
"Candida auris",,"""B17872"",""SRS11626702""",,"PDT001221631.1","2022-01-12T17:28:51Z","USA: California","Nose","clinical","PDS000050610.18",1,,"SAMN24811630",,,
"Candida auris",,"""B17871"",""SRS11626701""",,"PDT001221632.1","2022-01-12T17:28:51Z","USA: California","Axilla and Groin","clinical","PDS000050610.18",0,,"SAMN24811629",,,
"Candida auris",,"""B17870"",""SRS11626700""",,"PDT001221633.1","2022-01-12T17:28:51Z","USA: California","Axilla and Groin","clinical","PDS000050610.18",3,,"SAMN24811628",,,
"Candida auris",,"""B17869"",""SRS11626699""",,"PDT001221634.1","2022-01-12T17:28:51Z","USA: California","Axilla and Groin","clinical","PDS000050610.18",2,,"SAMN24811627",,,
"Candida auris",,"""B17868"",""SRS11626698""",,"PDT001221635.1","2022-01-12T17:28:52Z","USA: California","Axilla and Groin","clinical","PDS000050610.18",2,,"SAMN24811626",,,
"Candida auris",,"""B17867"",""SRS11626695""",,"PDT001221636.1","2022-01-12T17:28:52Z","USA: California","axilla","clinical","PDS000050610.18",1,,"SAMN24811625",,,
"Candida auris",,"""B17866"",""SRS11626697""",,"PDT001221637.1","2022-01-12T17:28:52Z","USA: California","Axilla and Groin","clinical","PDS000050610.18",1,,"SAMN24811624",,,
"Candida auris",,"""B17865"",""SRS11626696""",,"PDT001221638.1","2022-01-12T17:28:52Z","USA: California","Axilla and Groin","clinical","PDS000050610.18",10,,"SAMN24811623",,,
"Candida auris",,"""B17742"",""SRS11626694""",,"PDT001221639.1","2022-01-12T17:28:53Z","USA: California","Axilla and Groin","clinical","PDS000050610.18",1,,"SAMN24811605",,,
"Candida auris",,"""B17864"",""SRS11626693""",,"PDT001221640.1","2022-01-12T17:28:53Z","USA: California","Nose","clinical","PDS000050610.18",0,,"SAMN24811622",,,
"Candida auris",,"""B17863"",""SRS11626692""",,"PDT001221641.1","2022-01-12T17:28:53Z","USA: California","Nose","clinical","PDS000050610.18",1,,"SAMN24811621",,,
"Candida auris",,"""B17862"",""SRS11626691""",,"PDT001221642.1","2022-01-12T17:28:53Z","USA: California","axilla","clinical","PDS000050610.18",5,,"SAMN24811620",,,
"Candida auris",,"""B17861"",""SRS11626690""",,"PDT001221643.1","2022-01-12T17:28:54Z","USA: California","Axilla and Groin","clinical","PDS000050610.18",5,,"SAMN24811619",,,
"Candida auris",,"""B17860"",""SRS11626689""",,"PDT001221644.1","2022-01-12T17:28:54Z","USA: California","Axilla and Groin","clinical","PDS000050610.18",3,,"SAMN24811618",,,
"Candida auris",,"""B17859"",""SRS11626688""",,"PDT001221645.1","2022-01-12T17:28:54Z","USA: California","Axilla and Groin","clinical","PDS000050610.18",4,,"SAMN24811617",,,
"Candida auris",,"""B17858"",""SRS11626687""",,"PDT001221646.1","2022-01-12T17:28:54Z","USA: California","Axilla and Groin","clinical","PDS000050610.18",3,,"SAMN24811616",,,
"Candida auris",,"""B17857"",""SRS11626685""",,"PDT001221647.1","2022-01-12T17:28:55Z","USA: California","Nose","clinical","PDS000050610.18",2,,"SAMN24811615",,,
"Candida auris",,"""B17856"",""SRS11626686""",,"PDT001221648.1","2022-01-12T17:28:55Z","USA: California","Axilla and Groin","clinical","PDS000050610.18",6,,"SAMN24811614",,,
"Candida auris",,"""B17855"",""SRS11626684""",,"PDT001221649.1","2022-01-12T17:28:55Z","USA: California","Axilla and Groin","clinical","PDS000050610.18",0,,"SAMN24811613",,,
"Candida auris",,"""B17741"",""SRS11626683""",,"PDT001221650.1","2022-01-12T17:28:56Z","USA: California","Axilla and Groin","clinical","PDS000050610.18",1,,"SAMN24811604",,,
"Candida auris",,"""B17721"",""SRS11626682""",,"PDT001221651.1","2022-01-12T17:28:56Z","USA: California","urine","clinical","PDS000050610.18",0,,"SAMN24811603",,,
"Candida auris","B11115","""B11115"",""CDC_B11115"",""SRS1558390""",,"PDT000585004.1","2019-09-12T19:32:49Z","Pakistan","urine","clinical","PDS000050611.11",0,,"SAMN05379587",,,
"Candida auris","B11116","""B11116"",""CDC_B11116"",""SRS1558391""",,"PDT000585005.1","2019-09-12T19:32:52Z","Pakistan","urine","clinical","PDS000050611.11",4,,"SAMN05379588",,,
"Candida auris","B11200","""B11200"",""CDC_B11200"",""SRS1558395""",,"PDT000585009.1","2019-09-12T19:32:58Z","India","blood","clinical","PDS000050611.11",3,,"SAMN05379592",,,
"Candida auris","B11201","""B11201"",""CDC_B11201"",""SRS1558396""",,"PDT000585010.1","2019-09-12T19:32:58Z","India","blood","clinical","PDS000050611.11",41,,"SAMN05379593",,,
"Candida auris","B11098","""B11098"",""CDC_B11098"",""SRS1558399""",,"PDT000585013.1","2019-09-12T19:33:01Z","Pakistan","blood","clinical","PDS000050611.11",2,,"SAMN05379577",,,
"Candida auris","B11207","""B11207"",""CDC_B11207"",""SRS1558400""",,"PDT000585014.1","2019-09-12T19:33:02Z","India","tissue","clinical","PDS000050611.11",0,,"SAMN05379596",,,
"Candida auris","B11208","""B11208"",""CDC_B11208"",""SRS1558401""",,"PDT000585015.1","2019-09-12T19:33:03Z","India","tissue","clinical","PDS000050611.11",0,,"SAMN05379597",,,
"Candida auris","B11099","""B11099"",""CDC_B11099"",""SRS1558410""",,"PDT000585024.1","2019-09-12T19:33:06Z","Pakistan","blood","clinical","PDS000050611.11",0,,"SAMN05379578",,,
"Candida auris","B11219","""B11219"",""CDC_B11219"",""SRS1558412""",,"PDT000585026.1","2019-09-12T19:33:07Z","India","not collected","clinical","PDS000050611.11",34,,"SAMN05379607",,,
"Candida auris","B11103","""B11103"",""CDC_B11103"",""SRS1558432""",,"PDT000585045.1","2019-09-12T19:33:31Z","Pakistan","urine","clinical","PDS000050611.11",0,,"SAMN05379581",,,
"Candida auris",,"""B12079"",""SRS3855160""",,"PDT000585624.1","2019-09-13T14:30:24Z","USA: New York","blood","clinical","PDS000050611.11",1,,"SAMN10139524",,,
"Candida auris",,"""B12879"",""SRS3826369""",,"PDT000585625.1","2019-09-13T14:30:24Z","USA: New Jersey","Axilla","clinical","PDS000050611.11",3,,"SAMN10139253",,,
"Candida auris",,"""B12800"",""SRS3826370""",,"PDT000585626.1","2019-09-13T14:30:24Z","USA: New York","blood","clinical","PDS000050611.11",2,,"SAMN10139282",,,
"Candida auris",,"""B12600"",""SRS3826368""",,"PDT000585627.1","2019-09-13T14:30:24Z","USA: New York","Axilla/Groin","clinical","PDS000050611.11",3,,"SAMN10139345",,,
"Candida auris",,"""B12553"",""SRS3826366""",,"PDT000585628.1","2019-09-13T14:30:24Z","USA: New Jersey","blood","clinical","PDS000050611.11",3,,"SAMN10139363",,,
"Candida auris",,"""B12734"",""SRS3826373""",,"PDT000585629.1","2019-09-13T14:30:24Z","USA: New Jersey","blood","clinical","PDS000050611.11",3,,"SAMN10139300",,,
"Candida auris",,"""B12677"",""SRS3826367""",,"PDT000585630.1","2019-09-13T14:30:25Z","USA: New York","Wound foot","clinical","PDS000050611.11",0,,"SAMN10139320",,,
"Candida auris",,"""B11858"",""SRS3855159""",,"PDT000585632.1","2019-09-13T14:30:25Z","USA: New Jersey","blood","clinical","PDS000050611.11",6,,"SAMN10139550",,,
"Candida auris",,"""B12597"",""SRS3826365""",,"PDT000585634.1","2019-09-13T14:30:25Z","USA: New York","Axilla/Groin","clinical","PDS000050611.11",4,,"SAMN10139348",,,
"Candida auris",,"""B12898"",""SRS3826363""",,"PDT000585635.1","2019-09-13T14:30:25Z","USA: New Jersey","urine","clinical","PDS000050611.11",2,,"SAMN10139237",,,
"Candida auris",,"""B13005"",""SRS3826364""",,"PDT000585638.1","2019-09-13T14:30:26Z","USA: New Jersey","Axilla","clinical","PDS000050611.11",0,,"SAMN10139212",,,
"Candida auris",,"""B12359"",""SRS3855155""",,"PDT000585639.1","2019-09-13T14:30:26Z","USA: New York","blood","clinical","PDS000050611.11",0,,"SAMN10139503",,,
"Candida auris",,"""B12536"",""SRS3826362""",,"PDT000585641.1","2019-09-13T14:30:26Z","USA: New Jersey","blood","clinical","PDS000050611.11",7,,"SAMN10139370",,,
"Candida auris",,"""B12044"",""SRS3855154""",,"PDT000585642.1","2019-09-13T14:30:27Z","USA: New York","blood","clinical","PDS000050611.11",1,,"SAMN10139529",,,
"Candida auris",,"""B12930"",""SRS3826360""",,"PDT000585643.1","2019-09-13T14:30:27Z","USA: New Jersey","Axilla","clinical","PDS000050611.11",1,,"SAMN10139231",,,
"Candida auris",,"""B13001"",""SRS3826361""",,"PDT000585644.1","2019-09-13T14:30:27Z","USA: New Jersey","Axilla","clinical","PDS000050611.11",6,,"SAMN10139215",,,
"Candida auris",,"""B12459"",""SRS3826359""",,"PDT000585645.1","2019-09-13T14:30:27Z","USA: New York","Axilla/Groin","clinical","PDS000050611.11",3,,"SAMN10139467",,,
"Candida auris",,"""B12877"",""SRS3826357""",,"PDT000585647.1","2019-09-13T14:30:27Z","USA: New Jersey","Axilla","clinical","PDS000050611.11",0,,"SAMN10139254",,,
"Candida auris",,"""B12428"",""SRS3855150""",,"PDT000585648.1","2019-09-13T14:30:28Z","USA: New Jersey","blood","clinical","PDS000050611.11",2,,"SAMN10139492",,,
"Candida auris",,"""B12598"",""SRS3826358""",,"PDT000585649.1","2019-09-13T14:30:28Z","USA: New York","nares","clinical","PDS000050611.11",1,,"SAMN10139347",,,
"Candida auris",,"""B13328"",""SRS3826355""",,"PDT000585650.1","2019-09-13T14:30:28Z","USA: New Jersey","Axilla","clinical","PDS000050611.11",1,,"SAMN10139198",,,
"Candida auris",,"""B12456"",""SRS3826356""",,"PDT000585651.1","2019-09-13T14:30:28Z","USA: New York","Nose","clinical","PDS000050611.11",0,,"SAMN10139470",,,
"Candida auris",,"""B12078"",""SRS3855149""",,"PDT000585652.1","2019-09-13T14:30:28Z","USA: New York","blood","clinical","PDS000050611.11",5,,"SAMN10139525",,,
"Candida auris",,"""B12446"",""SRS3855147""",,"PDT000585654.1","2019-09-13T14:30:29Z","USA: New York","urine","clinical","PDS000050611.11",0,,"SAMN10139480",,,
"Candida auris",,"""B12945"",""SRS3826354""",,"PDT000585655.1","2019-09-13T14:30:29Z","USA: New Jersey","nares","clinical","PDS000050611.11",7,,"SAMN10139223",,,
"Candida auris",,"""B11815"",""SRS3855146""",,"PDT000585656.1","2019-09-13T14:30:29Z","USA: Maryland","blood","clinical","PDS000050611.11",1,,"SAMN10139553",,,
"Candida auris",,"""B12045"",""SRS3855145""",,"PDT000585657.1","2019-09-13T14:30:29Z","USA: New York","blood","clinical","PDS000050611.11",1,,"SAMN10139528",,,
"Candida auris",,"""B12796"",""SRS3826353""",,"PDT000585658.1","2019-09-13T14:30:29Z","USA: New York","urine","clinical","PDS000050611.11",0,,"SAMN10139285",,,
"Candida auris",,"""B13006"",""SRS3826352""",,"PDT000585659.1","2019-09-13T14:30:29Z","USA: New Jersey","Axilla","clinical","PDS000050611.11",0,,"SAMN10139211",,,
"Candida auris",,"""B12892"",""SRS3826351""",,"PDT000585660.1","2019-09-13T14:30:29Z","USA: New Jersey","urine","clinical","PDS000050611.11",2,,"SAMN10139242",,,
"Candida auris",,"""B12749"",""SRS3826349""",,"PDT000585661.1","2019-09-13T14:30:30Z","USA: New Jersey","abdomen","clinical","PDS000050611.11",0,,"SAMN10139295",,,
"Candida auris",,"""B12626"",""SRS3826350""",,"PDT000585662.1","2019-09-13T14:30:30Z","USA: New Jersey","Groin","clinical","PDS000050611.11",0,,"SAMN10139334",,,
"Candida auris",,"""B12360"",""SRS3855144""",,"PDT000585663.1","2019-09-13T14:30:30Z","USA: New York","blood","clinical","PDS000050611.11",0,,"SAMN10139502",,,
"Candida auris",,"""B12803"",""SRS3826347""",,"PDT000585664.1","2019-09-13T14:30:30Z","USA: New York","sputum","clinical","PDS000050611.11",5,,"SAMN10139280",,,
"Candida auris",,"""B12448"",""SRS3826346""",,"PDT000585665.1","2019-09-13T14:30:30Z","USA: New York","Axilla","clinical","PDS000050611.11",3,,"SAMN10139478",,,
"Candida auris",,"""B12797"",""SRS3826345""",,"PDT000585666.1","2019-09-13T14:30:30Z","USA: New York","Axilla/Groin","clinical","PDS000050611.11",3,,"SAMN10139284",,,
"Candida auris",,"""B12596"",""SRS3826340""",,"PDT000585668.1","2019-09-13T14:30:31Z","USA: New Jersey","urine","clinical","PDS000050611.11",1,,"SAMN10139349",,,
"Candida auris",,"""B12603"",""SRS3826344""",,"PDT000585669.1","2019-09-13T14:30:31Z","USA: New Jersey","urine","clinical","PDS000050611.11",0,,"SAMN10139342",,,
"Candida auris",,"""B12831"",""SRS3826342""",,"PDT000585670.1","2019-09-13T14:30:31Z","USA: New York","urine","clinical","PDS000050611.11",1,,"SAMN10139265",,,
"Candida auris",,"""B12423"",""SRS3855142""",,"PDT000585671.1","2019-09-13T14:30:31Z","USA: New York","bile","clinical","PDS000050611.11",2,,"SAMN10139495",,,
"Candida auris",,"""B12554"",""SRS3826341""",,"PDT000585672.1","2019-09-13T14:30:31Z","USA: New Jersey","urine","clinical","PDS000050611.11",13,,"SAMN10139362",,,
"Candida auris",,"""B12424"",""SRS3855141""",,"PDT000585673.1","2019-09-13T14:30:31Z","USA: New York","blood","clinical","PDS000050611.11",2,,"SAMN10139494",,,
"Candida auris",,"""B12419"",""SRS3855139""",,"PDT000585675.1","2019-09-13T14:30:32Z","USA: New Jersey","blood","clinical","PDS000050611.11",33,,"SAMN10139497",,,
"Candida auris",,"""B12929"",""SRS3826339""",,"PDT000585676.1","2019-09-13T14:30:32Z","USA: New Jersey","Groin","clinical","PDS000050611.11",1,,"SAMN10139232",,,
"Candida auris",,"""B12601"",""SRS3826337""",,"PDT000585677.1","2019-09-13T14:30:32Z","USA: New York","GT","clinical","PDS000050611.11",4,,"SAMN10139344",,,
"Candida auris",,"""B12555"",""SRS3826338""",,"PDT000585678.1","2019-09-13T14:30:32Z","USA: New Jersey","blood","clinical","PDS000050611.11",8,,"SAMN10139361",,,
"Candida auris",,"""B12427"",""SRS3855138""",,"PDT000585679.1","2019-09-13T14:30:33Z","USA: New York","Axilla/Groin","clinical","PDS000050611.11",1,,"SAMN10139493",,,
"Candida auris",,"""B13551"",""SRS3826336""",,"PDT000585681.1","2019-09-13T14:30:33Z","USA: New Jersey","skin","clinical","PDS000050611.11",8,,"SAMN10139193",,,
"Candida auris",,"""B12943"",""SRS3826376""",,"PDT000585682.1","2019-09-13T14:30:33Z","USA: New Jersey","Axilla","clinical","PDS000050611.11",4,,"SAMN10139224",,,
"Candida auris",,"""B13008"",""SRS3826335""",,"PDT000585683.1","2019-09-13T14:30:33Z","USA: New Jersey","Axilla","clinical","PDS000050611.11",0,,"SAMN10139210",,,
"Candida auris",,"""B11814"",""SRS3855136""",,"PDT000585684.1","2019-09-13T14:30:33Z","USA: Maryland","blood","clinical","PDS000050611.11",1,,"SAMN10139554",,,
"Candida auris",,"""B12700"",""SRS3826334""",,"PDT000585685.1","2019-09-13T14:30:34Z","USA: New Jersey","blood","clinical","PDS000050611.11",3,,"SAMN10139303",,,
"Candida auris",,"""B12552"",""SRS3826332""",,"PDT000585687.1","2019-09-13T14:30:34Z","USA: New Jersey","sputum","clinical","PDS000050611.11",5,,"SAMN10139364",,,
"Candida auris",,"""B12694"",""SRS3826331""",,"PDT000585688.1","2019-09-13T14:30:34Z","USA: New York","Axilla/groin","clinical","PDS000050611.11",0,,"SAMN10139307",,,
"Candida auris",,"""B12486"",""SRS3826333""",,"PDT000585689.1","2019-09-13T14:30:34Z","USA: New York","Axilla/Groin","clinical","PDS000050611.11",8,,"SAMN10139380",,,
"Candida auris",,"""B12091"",""SRS3855134""",,"PDT000585690.1","2019-09-13T14:30:34Z","USA: New York","Oropharynx","clinical","PDS000050611.11",0,,"SAMN10139516",,,
"Candida auris",,"""B12817"",""SRS3826330""",,"PDT000585691.1","2019-09-13T14:30:34Z","USA: New York","Rash","clinical","PDS000050611.11",2,,"SAMN10139271",,,
"Candida auris",,"""B12092"",""SRS3855133""",,"PDT000585692.1","2019-09-13T14:30:35Z","USA: New York","ear","clinical","PDS000050611.11",2,,"SAMN10139515",,,
"Candida auris",,"""B12599"",""SRS3826329""",,"PDT000585693.1","2019-09-13T14:30:35Z","USA: New York","Rectal","clinical","PDS000050611.11",4,,"SAMN10139346",,,
"Candida auris",,"""B12672"",""SRS3826328""",,"PDT000585694.1","2019-09-13T14:30:35Z","USA: New York","urine","clinical","PDS000050611.11",2,,"SAMN10139323",,,
"Candida auris",,"""B12562"",""SRS3826327""",,"PDT000585696.1","2019-09-13T14:30:37Z","USA: New Jersey","Axilla/Groin","clinical","PDS000050611.11",2,,"SAMN10139357",,,
"Candida auris",,"""B12680"",""SRS3826326""",,"PDT000585697.1","2019-09-13T14:30:38Z","USA: New York","Groin","clinical","PDS000050611.11",0,,"SAMN10139318",,,
"Candida auris",,"""B12041"",""SRS3855131""",,"PDT000585698.1","2019-09-13T14:30:38Z","USA: New York","blood","clinical","PDS000050611.11",3,,"SAMN10139532",,,
"Candida auris",,"""B12885"",""SRS3826324""",,"PDT000585699.1","2019-09-13T14:30:39Z","USA: New Jersey","Axilla","clinical","PDS000050611.11",0,,"SAMN10139249",,,
"Candida auris",,"""B12699"",""SRS3826325""",,"PDT000585700.1","2019-09-13T14:30:39Z","USA: New York","Groin","clinical","PDS000050611.11",1,,"SAMN10139304",,,
"Candida auris",,"""B12468"",""SRS3826375""",,"PDT000585701.1","2019-09-13T14:30:39Z","USA: New York","Axilla/Groin","clinical","PDS000050611.11",5,,"SAMN10139382",,,
"Candida auris",,"""B12665"",""SRS3826322""",,"PDT000585702.1","2019-09-13T14:30:39Z","USA: New York","Axilla","clinical","PDS000050611.11",0,,"SAMN10139329",,,
"Candida auris",,"""B12975"",""SRS3826323""",,"PDT000585703.1","2019-09-13T14:30:39Z","USA: New Jersey","urine","clinical","PDS000050611.11",11,,"SAMN10139218",,,
"Candida auris",,"""B12490"",""SRS3826371""",,"PDT000585705.1","2019-09-13T14:30:40Z","USA: New York","blood","clinical","PDS000050611.11",14,,"SAMN10139376",,,
"Candida auris",,"""B12602"",""SRS3826321""",,"PDT000585706.1","2019-09-13T14:30:40Z","USA: New York","nares","clinical","PDS000050611.11",3,,"SAMN10139343",,,
"Candida auris",,"""B13318"",""SRS3826317""",,"PDT000585707.1","2019-09-13T14:30:40Z","USA: New Jersey","Nose","clinical","PDS000050611.11",4,,"SAMN10139206",,,
"Candida auris",,"""B12695"",""SRS3826372""",,"PDT000585708.1","2019-09-13T14:30:40Z","USA: New York","nasal","clinical","PDS000050611.11",4,,"SAMN10139306",,,
"Candida auris",,"""B12681"",""SRS3826319""",,"PDT000585709.1","2019-09-13T14:30:40Z","USA: New York","Foot wound","clinical","PDS000050611.11",2,,"SAMN10139317",,,
"Candida auris",,"""B12452"",""SRS3855130""",,"PDT000585710.1","2019-09-13T14:30:41Z","USA: New York","ear","clinical","PDS000050611.11",0,,"SAMN10139474",,,
"Candida auris",,"""B12356"",""SRS3855129""",,"PDT000585711.1","2019-09-13T14:30:41Z","USA: New York","Groin","clinical","PDS000050611.11",2,,"SAMN10139506",,,
"Candida auris",,"""B12535"",""SRS3826316""",,"PDT000585712.1","2019-09-13T14:30:41Z","USA: New York","urine","clinical","PDS000050611.11",1,,"SAMN10139371",,,
"Candida auris",,"""B12806"",""SRS3826318""",,"PDT000585713.1","2019-09-13T14:30:41Z","USA: New York","Toe","clinical","PDS000050611.11",3,,"SAMN10139278",,,
"Candida auris",,"""B12852"",""SRS3826315""",,"PDT000585714.1","2019-09-13T14:30:41Z","USA: New York","urine","clinical","PDS000050611.11",4,,"SAMN10139259",,,
"Candida auris",,"""B12663"",""SRS3826314""",,"PDT000585717.1","2019-09-13T14:30:42Z","USA: New York","urine","clinical","PDS000050611.11",0,,"SAMN10139331",,,
"Candida auris",,"""B12443"",""SRS3855126""",,"PDT000585718.1","2019-09-13T14:30:42Z","USA: New York","Rectal","clinical","PDS000050611.11",0,,"SAMN10139483",,,
"Candida auris",,"""B12668"",""SRS3826312""",,"PDT000585719.1","2019-09-13T14:30:42Z","USA: New York","blood","clinical","PDS000050611.11",0,,"SAMN10139326",,,
"Candida auris",,"""B12888"",""SRS3826310""",,"PDT000585720.1","2019-09-13T14:30:42Z","USA: New Jersey","sputum","clinical","PDS000050611.11",0,,"SAMN10139246",,,
"Candida auris",,"""B12887"",""SRS3826309""",,"PDT000585724.1","2019-09-13T14:30:43Z","USA: New Jersey","Axilla","clinical","PDS000050611.11",2,,"SAMN10139247",,,
"Candida auris",,"""B13325"",""SRS3826308""",,"PDT000585725.1","2019-09-13T14:30:43Z","USA: New Jersey","Axilla","clinical","PDS000050611.11",4,,"SAMN10139201",,,
"Candida auris",,"""B12432"",""SRS3855123""",,"PDT000585726.1","2019-09-13T14:30:43Z","USA: New York","urine","clinical","PDS000050611.11",1,,"SAMN10139488",,,
